	BbigeminaBOND	BbovisT2Bo	BmicrotiRI	Candersoni30847	Ccayetanensis	CfelisWinnie	ChominisTU502	CmurisRN66	CparvumIowaII	Cubiquitum39726	CveliaCCMP2878	EacervulinaHoughton	EfalciformisB	EmaximaW	EmitisH	EnecatrixH	EtenellaH	GniphandrodesUnknown	HhammondiH	NcaninumL	PbergheiANKA	Pchabaudichabaudi	PcoatneyiHackeri	PcynomolgiB	Pfalciparum3D7	PfragileNilgiri	PgaboniSY75	Pgallinaceum8A	PinuiSanAntonio1	PknowlesiH	PmalariaeUG01	PovalecurtisiGH01	PreichenowiCDC	PrelictumSGS1	PvinckeipetteriCR	PvivaxSal1	Pyoeliiyoelii17X	SneuronaSN3	TannulataAnkara	TgondiiVEG	TorientalisShintoku	TparvaMuguga	VbrassicaformisCCMP3155
OG0054328																																											Vbra_17242.t1-p1
OG0054329																																											Vbra_17245.t1-p1
OG0054330																																											Vbra_17246.t1-p1
OG0054331																																											Vbra_17247.t1-p1
OG0054332																																											Vbra_17249.t1-p1
OG0054333																																											Vbra_17259.t1-p1
OG0054334																																											Vbra_17260.t1-p1
OG0054335																																											Vbra_1404.t1-p1
OG0054336																																											Vbra_1405.t1-p1
OG0054337																																											Vbra_1406.t1-p1
OG0054338																																											Vbra_1407.t1-p1
OG0054339																																											Vbra_1409.t1-p1
OG0054340																																											Vbra_1410.t1-p1
OG0054341																																											Vbra_1414.t1-p1
OG0054342																																											Vbra_1415.t1-p1
OG0054343																																											Vbra_17287.t1-p1
OG0054344																																											Vbra_17291.t1-p1
OG0054345																																											Vbra_17297.t1-p1
OG0054346																																											Vbra_17300.t1-p1
OG0054347																																											Vbra_17301.t1-p1
OG0054348																																											Vbra_17304.t1-p1
OG0054349																																											Vbra_17305.t1-p1
OG0054350																																											Vbra_17306.t1-p1
OG0054351																																											Vbra_17310.t1-p1
OG0054352																																											Vbra_17311.t1-p1
OG0054353																																											Vbra_17313.t1-p1
OG0054354																																											Vbra_17316.t1-p1
OG0054355																																											Vbra_17318.t1-p1
OG0054356																																											Vbra_17319.t1-p1
OG0054357																																											Vbra_17322.t1-p1
