,Species Group,Number of Orthogroups,Number of genes,List of orthogroups,Sequence Name,Sequence Length,GOID,GOcount,GOterm,GOcategory,tophitGI,tophitaccession,Blast.Top.Hit.HSPs.Description,Blast.Top.Hit.E.Value,Blast.Top.Hit.Similarity,Interpro.Accession,Interpro.Type,Interpro.Name
1666,NA,NA,NA,NA,PmUG01_14017700.1-p1,243,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1667,NA,NA,NA,NA,PmUG01_14017800.1-p1,241,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1668,NA,NA,NA,NA,PmUG01_14017900.1-p1,205,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1669,NA,NA,NA,NA,PmUG01_14018000.1-p1,214,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1670,NA,NA,NA,NA,PmUG01_14018100.1-p1,260,,NA,,,,,,NA,,noIPR;IPR036469;IPR015299;IPR036469,HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY,"Chaperone J-domain superfamily;Gametocyte protein Pfg27 superfamily;Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily"
1671,NA,NA,NA,NA,PmUG01_14018200.1-p1,254,,NA,,,,,,NA,,noIPR;IPR015299;IPR036469;noIPR;noIPR;IPR036469,HOMOLOGOUS_SUPERFAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Chaperone J-domain superfamily;Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1672,NA,NA,NA,NA,PmUG01_14018300.1-p1,222,,NA,,,,,,NA,,noIPR;IPR036469;IPR015299;IPR036469,HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY,"Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily"
1673,NA,NA,NA,NA,PmUG01_14018400.1-p1,243,,NA,,,,,,NA,,IPR036469;IPR015299;IPR036469,HOMOLOGOUS_SUPERFAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY,"Gametocyte protein Pfg27 superfamily;Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily"
1674,NA,NA,NA,NA,PmUG01_14018500.1-p1,243,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1675,NA,NA,NA,NA,PmUG01_14018600.1-p1,203,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1676,NA,NA,NA,NA,PRCDC_0934600.1-p1,274,,NA,,,,,,NA,,,,
1677,NA,NA,NA,NA,PRCDC_1301100.1-p1,217,,NA,,,,,,NA,,IPR036469;IPR015299;IPR036469,HOMOLOGOUS_SUPERFAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY,"Gametocyte protein Pfg27 superfamily;Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily"
1678,"P.malariae, P.reichenowi, P.falciparum, P.gaboni and P.ovale",1,5,"""OG0009139""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,NA,NA,NA,NA,PF3D7_1207800.1-p1,968,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily
1680,NA,NA,NA,NA,PGSY75_1207800-t31_1-p1,906,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1681,NA,NA,NA,NA,PmUG01_13017700.1-p1,860,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1682,NA,NA,NA,NA,PocGH01_13017700.1-p1,909,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671
1683,NA,NA,NA,NA,PRCDC_1207100.1-p1,987,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1684,P.malariae and P.ovale,6,58,"""OG0000760"" ""OG0015250"" ""OG0015251"" ""OG0015252"" ""OG0015253"" ""OG0015254""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,NA,NA,NA,NA,PmUG01_01010800.1-p1,229,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1686,NA,NA,NA,NA,PmUG01_01032500.1-p1,264,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1687,NA,NA,NA,NA,PmUG01_01034100.1-p1,233,,NA,,,,,,NA,,,,
1688,NA,NA,NA,NA,PmUG01_02017100.1-p1,290,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1689,NA,NA,NA,NA,PmUG01_03032200.1-p1,142,,NA,,,,,,NA,,IPR006389;IPR006389,FAMILY;FAMILY,Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP)
1690,NA,NA,NA,NA,PmUG01_03032400.1-p1,241,,NA,,,,,,NA,,,,
1691,NA,NA,NA,NA,PmUG01_04012100.1-p1,574,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP)
1692,NA,NA,NA,NA,PmUG01_04012300.1-p1,448,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1693,NA,NA,NA,NA,PmUG01_05015000.1-p1,213,,NA,,,,,,NA,,,,
1694,NA,NA,NA,NA,PmUG01_05041950.1-p1,209,,NA,,,,,,NA,,,,
1695,NA,NA,NA,NA,PmUG01_07049500.1-p1,231,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1696,NA,NA,NA,NA,PmUG01_07049600.1-p1,216,,NA,,,,,,NA,,,,
1697,NA,NA,NA,NA,PmUG01_08010700.1-p1,292,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1698,NA,NA,NA,NA,PmUG01_08014050.1-p1,235,,NA,,,,,,NA,,,,
1699,NA,NA,NA,NA,PmUG01_08017000.1-p1,246,,NA,,,,,,NA,,noIPR;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
1700,NA,NA,NA,NA,PmUG01_08056700.1-p1,248,,NA,,,,,,NA,,,,
1701,NA,NA,NA,NA,PmUG01_08056800.1-p1,237,,NA,,,,,,NA,,,,
1702,NA,NA,NA,NA,PmUG01_08059900.1-p1,230,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1703,NA,NA,NA,NA,PmUG01_08063100.1-p1,216,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1704,NA,NA,NA,NA,PmUG01_08063200.1-p1,243,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1705,NA,NA,NA,NA,PmUG01_10049600.1-p1,297,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671
1706,NA,NA,NA,NA,PmUG01_10049900.1-p1,215,,NA,,,,,,NA,,,,
1707,NA,NA,NA,NA,PmUG01_10050600.1-p1,209,,NA,,,,,,NA,,,,
1708,NA,NA,NA,NA,PmUG01_10051700.1-p1,230,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1709,NA,NA,NA,NA,PmUG01_10054500.1-p1,248,,NA,,,,,,NA,,,,
1710,NA,NA,NA,NA,PmUG01_10054600.1-p1,257,,NA,,,,,,NA,,,,
1711,NA,NA,NA,NA,PmUG01_11011700.1-p1,206,,NA,,,,,,NA,,,,
1712,NA,NA,NA,NA,PmUG01_11013750.1-p1,206,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1713,NA,NA,NA,NA,PmUG01_11014200.1-p1,245,,NA,,,,,,NA,,,,
1714,NA,NA,NA,NA,PmUG01_11014300.1-p1,251,,NA,,,,,,NA,,,,
1715,NA,NA,NA,NA,PmUG01_11015100.1-p1,271,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1716,NA,NA,NA,NA,PmUG01_12080700.1-p1,213,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1717,NA,NA,NA,NA,PmUG01_13057150.1-p1,219,,NA,,,,,,NA,,,,
1718,NA,NA,NA,NA,PmUG01_13063300.1-p1,238,,NA,,,,,,NA,,,,
1719,NA,NA,NA,NA,PmUG01_13067800.1-p1,243,,NA,,,,,,NA,,,,
1720,NA,NA,NA,NA,PmUG01_14011300.1-p1,242,,NA,,,,,,NA,,,,
1721,NA,NA,NA,NA,PmUG01_14016000.1-p1,233,,NA,,,,,,NA,,,,
1722,NA,NA,NA,NA,PmUG01_00028350.1-p1,203,,NA,,,,,,NA,,,,
1723,NA,NA,NA,NA,PmUG01_00029100.1-p1,175,,NA,,,,,,NA,,,,
1724,NA,NA,NA,NA,PmUG01_00039600.1-p1,231,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1725,NA,NA,NA,NA,PmUG01_00039700.1-p1,227,,NA,,,,,,NA,,,,
1726,NA,NA,NA,NA,PmUG01_00041900.1-p1,160,,NA,,,,,,NA,,,,
1727,NA,NA,NA,NA,PmUG01_00044600.1-p1,232,,NA,,,,,,NA,,,,
1728,NA,NA,NA,NA,PmUG01_00046600.1-p1,246,,NA,,,,,,NA,,,,
1729,NA,NA,NA,NA,PmUG01_00046700.1-p1,198,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1730,NA,NA,NA,NA,PmUG01_00055500.1-p1,225,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1731,NA,NA,NA,NA,PmUG01_00055600.1-p1,236,,NA,,,,,,NA,,,,
1732,NA,NA,NA,NA,PmUG01_00016700.1-p1,248,,NA,,,,,,NA,,,,
1733,NA,NA,NA,NA,PmUG01_00016800.1-p1,236,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1734,NA,NA,NA,NA,PmUG01_00056600.1-p1,231,,NA,,,,,,NA,,,,
1735,NA,NA,NA,NA,PmUG01_00056700.1-p1,223,,NA,,,,,,NA,,IPR022139,FAMILY,Protein of unknown function DUF3671
1736,NA,NA,NA,NA,PmUG01_00058450.1-p1,74,,NA,,,,,,NA,,noIPR;IPR008780,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
1737,NA,NA,NA,NA,PocGH01_02015400.1-p1,277,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1738,NA,NA,NA,NA,PocGH01_12078500.1-p1,395,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671
1739,NA,NA,NA,NA,PocGH01_00151500.1-p1,272,,NA,,,,,,NA,,,,
1740,NA,NA,NA,NA,PocGH01_00203600.1-p1,85,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1741,NA,NA,NA,NA,PocGH01_00226500.1-p1,277,,NA,,,,,,NA,,IPR006389;IPR006389;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP);Early transcribed membrane protein (ETRAMP)
1742,NA,NA,NA,NA,PocGH01_00231000.1-p1,214,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1743,P.ovale,4,81,"OG0000512 ""OG0003868"" ""OG0011793"" ""OG0011794""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,NA,NA,NA,NA,PocGH01_00075900.1-p1,327,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1745,NA,NA,NA,NA,PocGH01_00076300.1-p1,338,,NA,,,,,,NA,,,,
1746,NA,NA,NA,NA,PocGH01_00080900.1-p1,329,,NA,,,,,,NA,,,,
1747,NA,NA,NA,NA,PocGH01_00082200.1-p1,335,,NA,,,,,,NA,,,,
1748,NA,NA,NA,NA,PocGH01_00082900.1-p1,331,,NA,,,,,,NA,,,,
1749,NA,NA,NA,NA,PocGH01_00086000.1-p1,233,,NA,,,,,,NA,,,,
1750,NA,NA,NA,NA,PocGH01_00087200.1-p1,334,,NA,,,,,,NA,,,,
1751,NA,NA,NA,NA,PocGH01_00088400.1-p1,267,,NA,,,,,,NA,,,,
1752,NA,NA,NA,NA,PocGH01_00089000.1-p1,326,,NA,,,,,,NA,,,,
1753,NA,NA,NA,NA,PocGH01_00089300.1-p1,336,,NA,,,,,,NA,,,,
1754,NA,NA,NA,NA,PocGH01_00090400.1-p1,335,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1755,NA,NA,NA,NA,PocGH01_00091300.1-p1,338,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1756,NA,NA,NA,NA,PocGH01_00091600.1-p1,330,,NA,,,,,,NA,,,,
1757,NA,NA,NA,NA,PocGH01_00091900.1-p1,181,,NA,,,,,,NA,,,,
1758,NA,NA,NA,NA,PocGH01_00094900.1-p1,335,,NA,,,,,,NA,,,,
1759,NA,NA,NA,NA,PocGH01_00098200.1-p1,333,,NA,,,,,,NA,,,,
1760,NA,NA,NA,NA,PocGH01_00099700.1-p1,336,,NA,,,,,,NA,,,,
1761,NA,NA,NA,NA,PocGH01_00111150.1-p1,247,,NA,,,,,,NA,,,,
1762,NA,NA,NA,NA,PocGH01_00117800.1-p1,339,,NA,,,,,,NA,,,,
1763,NA,NA,NA,NA,PocGH01_00119200.1-p1,338,,NA,,,,,,NA,,,,
1764,NA,NA,NA,NA,PocGH01_00119900.1-p1,328,,NA,,,,,,NA,,,,
1765,NA,NA,NA,NA,PocGH01_00011600.1-p1,210,,NA,,,,,,NA,,noIPR;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
1766,NA,NA,NA,NA,PocGH01_00124200.1-p1,251,,NA,,,,,,NA,,IPR022139;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Protein of unknown function DUF3671;Protein of unknown function DUF3671;Protein of unknown function DUF3671
1767,NA,NA,NA,NA,PocGH01_00130400.1-p1,301,,NA,,,,,,NA,,,,
1768,NA,NA,NA,NA,PocGH01_00136800.1-p1,331,,NA,,,,,,NA,,,,
1769,NA,NA,NA,NA,PocGH01_00137800.1-p1,335,,NA,,,,,,NA,,,,
1770,NA,NA,NA,NA,PocGH01_00138300.1-p1,351,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1771,NA,NA,NA,NA,PocGH01_00140600.1-p1,335,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1772,NA,NA,NA,NA,PocGH01_00141400.1-p1,351,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1773,NA,NA,NA,NA,PocGH01_00143450.1-p1,92,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1774,NA,NA,NA,NA,PocGH01_00144000.1-p1,300,,NA,,,,,,NA,,,,
1775,NA,NA,NA,NA,PocGH01_00146100.1-p1,326,,NA,,,,,,NA,,,,
1776,NA,NA,NA,NA,PocGH01_00031900.1-p1,257,,NA,,,,,,NA,,noIPR;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
1777,NA,NA,NA,NA,PocGH01_00147100.1-p1,335,,NA,,,,,,NA,,,,
1778,NA,NA,NA,NA,PocGH01_00148400.1-p1,314,,NA,,,,,,NA,,,,
1779,NA,NA,NA,NA,PocGH01_00156100.1-p1,326,,NA,,,,,,NA,,,,
1780,NA,NA,NA,NA,PocGH01_00034500.1-p1,328,,NA,,,,,,NA,,noIPR,FAMILY,Protein of unknown function DUF3671
1781,NA,NA,NA,NA,PocGH01_00034600.1-p1,85,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1782,NA,NA,NA,NA,PocGH01_00035300.1-p1,335,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1783,NA,NA,NA,NA,PocGH01_00161800.1-p1,211,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1784,NA,NA,NA,NA,PocGH01_00161900.1-p1,208,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1785,NA,NA,NA,NA,PocGH01_00162600.1-p1,333,,NA,,,,,,NA,,,,
1786,NA,NA,NA,NA,PocGH01_00165600.1-p1,335,,NA,,,,,,NA,,,,
1787,NA,NA,NA,NA,PocGH01_00037200.1-p1,340,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1788,NA,NA,NA,NA,PocGH01_00169200.1-p1,351,,NA,,,,,,NA,,,,
1789,NA,NA,NA,NA,PocGH01_00169600.1-p1,263,,NA,,,,,,NA,,,,
1790,NA,NA,NA,NA,PocGH01_00170400.1-p1,338,,NA,,,,,,NA,,,,
1791,NA,NA,NA,NA,PocGH01_00039600.1-p1,211,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1792,NA,NA,NA,NA,PocGH01_00178300.1-p1,327,,NA,,,,,,NA,,,,
1793,NA,NA,NA,NA,PocGH01_00179700.1-p1,336,,NA,,,,,,NA,,,,
1794,NA,NA,NA,NA,PocGH01_00040800.1-p1,352,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1795,NA,NA,NA,NA,PocGH01_00181250.1-p1,269,,NA,,,,,,NA,,,,
1796,NA,NA,NA,NA,PocGH01_00189500.1-p1,339,,NA,,,,,,NA,,,,
1797,NA,NA,NA,NA,PocGH01_00194900.1-p1,308,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1798,NA,NA,NA,NA,PocGH01_00195300.1-p1,326,,NA,,,,,,NA,,,,
1799,NA,NA,NA,NA,PocGH01_00196800.1-p1,337,,NA,,,,,,NA,,,,
1800,NA,NA,NA,NA,PocGH01_00198500.1-p1,361,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1801,NA,NA,NA,NA,PocGH01_00199300.1-p1,340,,NA,,,,,,NA,,,,
1802,NA,NA,NA,NA,PocGH01_00201600.1-p1,179,,NA,,,,,,NA,,,,
1803,NA,NA,NA,NA,PocGH01_00202300.1-p1,291,,NA,,,,,,NA,,,,
1804,NA,NA,NA,NA,PocGH01_00203200.1-p1,259,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1805,NA,NA,NA,NA,PocGH01_00203700.1-p1,290,,NA,,,,,,NA,,,,
1806,NA,NA,NA,NA,PocGH01_00209100.1-p1,323,,NA,,,,,,NA,,,,
1807,NA,NA,NA,NA,PocGH01_00209800.1-p1,345,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1808,NA,NA,NA,NA,PocGH01_00229900.1-p1,311,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1809,NA,NA,NA,NA,PocGH01_00233000.1-p1,336,,NA,,,,,,NA,,,,
1810,NA,NA,NA,NA,PocGH01_00234500.1-p1,219,,NA,,,,,,NA,,,,
1811,NA,NA,NA,NA,PocGH01_00236200.1-p1,363,,NA,,,,,,NA,,,,
1812,NA,NA,NA,NA,PocGH01_00052500.1-p1,338,,NA,,,,,,NA,,IPR008780,FAMILY,Plasmodium vivax Vir
1813,NA,NA,NA,NA,PocGH01_00054000.1-p1,336,,NA,,,,,,NA,,,,
