,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED]",PmUG01_00056600.1-p1,PIR Superfamily Protein,231,20,3.25E-83,57.88,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00056700.1-p1,PIR Superfamily Protein,223,20,1.47E-131,73.65,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00058450.1-p1,PIR protein,74,20,1.07E-30,86,,,,,,Coil (COILS); IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_02015400.1-p1,hypothetical protein POVCU2_0002670,277,4,0,90.11,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_12078500.1-p1,"conserved Plasmodium protein, unknown function",395,4,0,88.46,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00151500.1-p1,"Plasmodium exported protein, unknown function",272,3,0,94.43,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00203600.1-p1,PIR Superfamily Protein,85,20,6.44E-53,94.39,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00226500.1-p1,"early transcribed membrane protein, putative",277,10,0,69.51,,,,,,Coil (COILS); IPR006389 (TIGRFAM); IPR006389 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR38922 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00231000.1-p1,hypothetical protein POCGH01_00231000,214,11,4.31E-151,64.32,,,,,,Coil (COILS),no GO terms,no GO terms
"P.malariae,P.ovale,P.falciparum,P.reichenowi,P.gaboni",,,,,,,,,,,,,,,
TRUE,"[INTERPRO, BLASTED]",PF3D7_1207800.1-p1,"conserved Plasmodium protein, unknown function",968,20,0,86.9,,,,,,Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PGSY75_1207800-t31_1-p1,hypothetical protein PGSY75_1207800,906,20,0,78.4,,,,,,Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_13017700.1-p1,"conserved Plasmodium protein, unknown function",860,20,0,63.73,,,,,,Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_13017700.1-p1,"conserved Plasmodium protein, unknown function",909,20,0,70.1,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PRCDC_1207100.1-p1,"conserved Plasmodium protein, unknown function",987,20,0,82.55,,,,,,Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
P.ovale,,,,,,,,,,,,,,,
TRUE,"[INTERPRO, BLASTED]",PocGH01_00075900.1-p1,PIR Superfamily Protein,327,20,0,88.1,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00076300.1-p1,PIR Superfamily Protein,338,20,0,91.25,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00080900.1-p1,PIR Superfamily Protein,329,20,0,90.18,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00082200.1-p1,PIR Superfamily Protein,335,20,0,89.57,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00082900.1-p1,PIR Superfamily Protein,331,20,0,89.64,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00086000.1-p1,PIR Superfamily Protein,233,20,2.18E-71,68.09,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00087200.1-p1,PIR Superfamily Protein,334,20,0,88.83,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00088400.1-p1,PIR Superfamily Protein,267,20,0,80.96,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00089000.1-p1,PIR Superfamily Protein,326,20,0,85.41,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00089300.1-p1,PIR Superfamily Protein,336,20,0,88.79,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00090400.1-p1,PIR Superfamily Protein,335,20,0,88.19,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00091300.1-p1,PIR Superfamily Protein,338,20,0,69.35,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00091600.1-p1,PIR Superfamily Protein,330,20,0,86.68,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00091900.1-p1,PIR Superfamily Protein,181,20,4.35E-130,71.14,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00094900.1-p1,PIR Superfamily Protein,335,20,0,85.13,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00098200.1-p1,PIR Superfamily Protein,333,20,0,88.28,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00099700.1-p1,PIR Superfamily Protein,336,20,0,89.69,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00111150.1-p1,PIR Superfamily Protein,247,20,4.83E-66,68.77,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00117800.1-p1,PIR Superfamily Protein,339,20,0,84.3,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00119200.1-p1,PIR Superfamily Protein,338,20,0,91.25,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00119900.1-p1,PIR Superfamily Protein,328,20,0,80.55,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00011600.1-p1,hypothetical protein POCGH01_00011600,210,10,3.60E-147,74.76,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00124200.1-p1,"Plasmodium exported protein, unknown function",251,20,5.09E-180,74.04,,,,,,IPR022139 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00130400.1-p1,PIR Superfamily Protein,301,20,3.36E-68,63.12,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00136800.1-p1,PIR Superfamily Protein,331,20,0,89.48,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00137800.1-p1,PIR Superfamily Protein,335,20,0,85.49,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00138300.1-p1,PIR Superfamily Protein,351,20,0,69.12,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00140600.1-p1,PIR Superfamily Protein,335,20,0,88.37,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00141400.1-p1,PIR Superfamily Protein,351,20,0,67.09,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00143450.1-p1,PIR Superfamily Protein,92,20,2.37E-56,94.78,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00144000.1-p1,PIR Superfamily Protein,300,20,1.14E-130,73.61,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00146100.1-p1,PIR Superfamily Protein,326,20,0,91.28,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00031900.1-p1,PIR Superfamily Protein,257,20,0,62.7,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00147100.1-p1,PIR Superfamily Protein,335,20,0,87.36,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00148400.1-p1,PIR Superfamily Protein,314,20,0,72.03,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00156100.1-p1,PIR Superfamily Protein,326,20,0,90.42,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00034500.1-p1,PIR Superfamily Protein,328,20,0,85.06,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00034600.1-p1,PIR Superfamily Protein,85,20,1.25E-55,91.28,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00035300.1-p1,PIR Superfamily Protein,335,20,0,88.28,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00161800.1-p1,hypothetical protein POCGH01_00161800,211,20,1.44E-148,71.36,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00161900.1-p1,hypothetical protein POCGH01_00161900,208,20,1.85E-146,73.4,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00162600.1-p1,PIR Superfamily Protein,333,20,0,88.31,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00165600.1-p1,PIR Superfamily Protein,335,20,0,86.61,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00037200.1-p1,PIR Superfamily Protein,340,20,0,80.76,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00169200.1-p1,PIR Superfamily Protein,351,20,0,69.95,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00169600.1-p1,PIR Superfamily Protein,263,20,1.28E-76,68.69,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00170400.1-p1,PIR Superfamily Protein,338,20,0,90.89,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00039600.1-p1,PIR Superfamily Protein,211,20,1.49E-155,64.97,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00178300.1-p1,PIR Superfamily Protein,327,20,0,84.01,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00179700.1-p1,PIR Superfamily Protein,336,20,0,89.36,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00040800.1-p1,PIR Superfamily Protein,352,20,0,75.73,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00181250.1-p1,PIR Superfamily Protein,269,20,5.40E-78,69.51,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00189500.1-p1,PIR Superfamily Protein,339,20,0,84.67,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00194900.1-p1,PIR Superfamily Protein,308,20,0,72.57,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00195300.1-p1,PIR Superfamily Protein,326,20,0,89.67,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00196800.1-p1,PIR Superfamily Protein,337,20,0,88.57,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00198500.1-p1,PIR Superfamily Protein,361,20,0,66.93,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00199300.1-p1,PIR Superfamily Protein,340,20,0,82.21,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00201600.1-p1,PIR Superfamily Protein,179,20,1.60E-125,61.41,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00202300.1-p1,PIR Superfamily Protein,291,20,0,88.97,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00203200.1-p1,PIR Superfamily Protein,259,20,0,64.81,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00203700.1-p1,PIR Superfamily Protein,290,20,0,88.73,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00209100.1-p1,PIR Superfamily Protein,323,20,0,85.98,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00209800.1-p1,PIR Superfamily Protein,345,20,0,76.07,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00229900.1-p1,PIR Superfamily Protein,311,20,0,71.51,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00233000.1-p1,PIR Superfamily Protein,336,20,0,87.37,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00234500.1-p1,hypothetical protein POVCU2_0053960,219,4,1.36E-154,86.17,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00236200.1-p1,PIR Superfamily Protein,363,20,0,68.32,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00052500.1-p1,PIR Superfamily Protein,338,20,0,64.89,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00054000.1-p1,PIR Superfamily Protein,336,20,0,88.97,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00055600.1-p1,PIR Superfamily Protein,297,20,0,84.65,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00056000.1-p1,PIR Superfamily Protein,350,20,0,68.46,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00057800.1-p1,PIR Superfamily Protein,364,20,0,59.02,,,,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00059200.1-p1,PIR Superfamily Protein,304,20,5.66E-132,60.47,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00060100.1-p1,PIR Superfamily Protein,333,20,0,84.66,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00017500.1-p1,"Plasmodium exported protein, unknown function",482,11,0,65.62,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00065200.1-p1,PIR Superfamily Protein,334,20,0,85.47,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00065900.1-p1,PIR Superfamily Protein,321,20,2.36E-169,71.68,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00067100.1-p1,PIR Superfamily Protein,341,20,0,82.14,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00070900.1-p1,PIR Superfamily Protein,302,20,0,81.48,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00071600.1-p1,PIR Superfamily Protein,333,20,0,87.51,,,,,,no IPS match,no IPS match,no IPS match
"P.ovale,P.vivax",,,,,,,,,,,,,,,
TRUE,"[INTERPRO, BLASTED]",PocGH01_00019700.1-p1,PIR Superfamily Protein,498,20,0,60.76,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00020200.1-p1,PIR Superfamily Protein,570,20,0,54.81,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00020900.1-p1,PIR Superfamily Protein,346,20,0,65.7,,,,,,Coil (COILS); IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00098800.1-p1,PIR Superfamily Protein,329,20,0,64.72,,,,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00023200.1-p1,PIR Superfamily Protein,515,20,0,62.06,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00023300.1-p1,PIR Superfamily Protein,564,20,0,64.97,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00099300.1-p1,tryptophan-rich antigen,248,20,8.14E-180,60.22,,,,,,IPR022089 (PFAM); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00023400.1-p1,PIR Superfamily Protein,669,20,0,55.46,,,,,,Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00023500.1-p1,PIR Superfamily Protein,475,20,0,61.35,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00023600.1-p1,PIR Superfamily Protein,341,20,0,67.41,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00024800.1-p1,PIR Superfamily Protein,472,9,0,62.85,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00011400.1-p1,PIR Superfamily Protein,329,20,3.50E-63,60.72,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00011700.1-p1,PIR Superfamily Protein,591,20,0,62.51,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00011800.1-p1,PIR Superfamily Protein,561,20,0,50.66,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00136500.1-p1,PIR Superfamily Protein,458,20,0,66.53,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00152000.1-p1,"Plasmodium exported protein, unknown function",254,7,0,78.4,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00157200.1-p1,PIR Superfamily Protein,120,20,4.53E-84,67.35,,,,,,IPR008780 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00172600.1-p1,PIR Superfamily Protein,506,20,0,75.78,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00172700.1-p1,PIR Superfamily Protein,364,20,0,67.39,,,,,,Coil (COILS); IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00182800.1-p1,PIR Superfamily Protein,490,20,0,70.21,,,,,,Coil (COILS); IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PocGH01_00187700.1-p1,PIR Superfamily Protein,56,20,3.70E-32,97.32,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PocGH01_00188500.1-p1,PIR Superfamily Protein,489,20,0,55.79,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
