,Species Group,Number of Orthogroups,Number of genes,Sequence Name,Sequence Length,GOID,Gocount,Goterm,Gocategory,tophitGI,tophitaccession,List of orthogroups
1599,NA,NA,NA,PRCDC_0000400.1-p1,123,,NA,,,,,NA
1600,NA,NA,NA,PRCDC_0000500.1-p1,70,,NA,,,,,NA
1601,NA,NA,NA,PRCDC_0011300.1-p1,1084,,NA,,,,,NA
1602,NA,NA,NA,PRCDC_0011500.1-p1,226,,NA,,,,,NA
1603,NA,NA,NA,PRCDC_0011600.1-p1,2762,,NA,,,,,NA
1604,NA,NA,NA,PRCDC_0011700.1-p1,303,,NA,,,,,NA
1605,NA,NA,NA,PRCDC_0012000.1-p1,2925,,NA,,,,,NA
1606,NA,NA,NA,PRCDC_0012200.1-p1,1526,,NA,,,,,NA
1607,NA,NA,NA,PRCDC_0012700.1-p1,4072,,NA,,,,,NA
1608,NA,NA,NA,PRCDC_0013000.1-p1,189,,NA,,,,,NA
1609,NA,NA,NA,PRCDC_0013100.1-p1,266,,NA,,,,,NA
1610,NA,NA,NA,PRCDC_0013200.1-p1,406,,NA,,,,,NA
1611,NA,NA,NA,PRCDC_0013500.1-p1,311,,NA,,,,,NA
1612,NA,NA,NA,PRCDC_0013700.1-p1,306,,NA,,,,,NA
1613,NA,NA,NA,PRCDC_0014400.1-p1,210,,NA,,,,,NA
1614,NA,NA,NA,PRCDC_0014800.1-p1,456,,NA,,,,,NA
1615,P.gaboni,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"""OG0009143"""
1616,NA,NA,NA,PGSY75_0039100-t31_1-p1,312,,NA,,,,,NA
1617,NA,NA,NA,PGSY75_0039500-t31_1-p1,268,,NA,,,,,NA
1618,NA,NA,NA,PGSY75_0042000-t31_1-p1,140,,NA,,,,,NA
1619,NA,NA,NA,PGSY75_0042700-t31_1-p1,114,,NA,,,,,NA
1620,NA,NA,NA,PGSY75_0046300.mRNA-p1,388,,NA,,,,,NA
1621,P.gaboni and P.reichenowi,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"""OG0015179"""
1622,NA,NA,NA,PGSY75_0003100-t31_1-p1,219,,NA,,,,,NA
1623,NA,NA,NA,PRCDC_1038500.1-p1,212,,NA,,,,,NA
1624,P.knowlesi,4,23,NA,NA,NA,NA,NA,NA,NA,NA,"OG0005914 ""OG0009149"" ""OG0009150"" ""OG0015248"""
1625,NA,NA,NA,PKNH_0113600.1-p1,613,,NA,,,,,NA
1626,NA,NA,NA,PKNH_0210400.1-p1,639,,NA,,,,,NA
1627,NA,NA,NA,PKNH_0214300.1-p1,453,,NA,,,,,NA
1628,NA,NA,NA,PKNH_0313500.1-p1,586,,NA,,,,,NA
1629,NA,NA,NA,PKNH_0321200.1-p1,432,,NA,,,,,NA
1630,NA,NA,NA,PKNH_0503300.1-p1,646,,NA,,,,,NA
1631,NA,NA,NA,PKNH_0726000.1-p1,449,,NA,,,,,NA
1632,NA,NA,NA,PKNH_0807800.1-p1,587,,NA,,,,,NA
1633,NA,NA,NA,PKNH_0816100.1-p1,641,,NA,,,,,NA
1634,NA,NA,NA,PKNH_1000600.1-p1,531,,NA,,,,,NA
1635,NA,NA,NA,PKNH_1000900.1-p1,521,,NA,,,,,NA
1636,NA,NA,NA,PKNH_1014100.1-p1,596,,NA,,,,,NA
1637,NA,NA,NA,PKNH_1138800.1-p1,1667,,NA,,,,,NA
1638,NA,NA,NA,PKNH_1312300.1-p1,582,,NA,,,,,NA
1639,NA,NA,NA,PKNH_1314400.1-p1,411,,NA,,,,,NA
1640,NA,NA,NA,PKNH_1326500.1-p1,561,,NA,,,,,NA
1641,NA,NA,NA,PKNH_1330300.1-p1,590,,NA,,,,,NA
1642,NA,NA,NA,PKNH_1357000.1-p1,459,,NA,,,,,NA
1643,NA,NA,NA,PKNH_1400400.1-p1,459,,NA,,,,,NA
1644,NA,NA,NA,PKNH_1444400.1-p1,673,,NA,,,,,NA
1645,NA,NA,NA,PKNH_1460900.1-p1,586,,NA,,,,,NA
1646,NA,NA,NA,PKNH_1469700.1-p1,630,,NA,,,,,NA
1647,NA,NA,NA,PKNH_1473100.1-p1,463,,NA,,,,,NA
1648,"P.malariae, P.reichenowi, P.falciparum and P.gaboni",2,29,NA,NA,NA,NA,NA,NA,NA,NA,"""OG0003250"" ""OG0010090"""
1649,NA,NA,NA,PF3D7_0936500.1-p1,259,,NA,,,,,NA
1650,NA,NA,NA,PF3D7_1302100.1-p1,217,,NA,,,,,NA
1651,NA,NA,NA,PGSY75_0936500-t31_1-p1,251,,NA,,,,,NA
1652,NA,NA,NA,PGSY75_1302100-t31_1-p1,163,,NA,,,,,NA
1653,NA,NA,NA,PmUG01_07048200.1-p1,252,,NA,,,,,NA
1654,NA,NA,NA,PmUG01_14016500.1-p1,142,,NA,,,,,NA
1655,NA,NA,NA,PmUG01_14016600.1-p1,328,,NA,,,,,NA
1656,NA,NA,NA,PmUG01_14016700.1-p1,202,,NA,,,,,NA
1657,NA,NA,NA,PmUG01_14016800.1-p1,127,,NA,,,,,NA
1658,NA,NA,NA,PmUG01_14016900.1-p1,230,,NA,,,,,NA
1659,NA,NA,NA,PmUG01_14017000.1-p1,259,,NA,,,,,NA
1660,NA,NA,NA,PmUG01_14017100.1-p1,260,,NA,,,,,NA
1661,NA,NA,NA,PmUG01_14017200.1-p1,243,,NA,,,,,NA
1662,NA,NA,NA,PmUG01_14017300.1-p1,246,,NA,,,,,NA
1663,NA,NA,NA,PmUG01_14017400.1-p1,181,,NA,,,,,NA
1664,NA,NA,NA,PmUG01_14017500.1-p1,226,,NA,,,,,NA
1665,NA,NA,NA,PmUG01_14017600.1-p1,238,,NA,,,,,NA
1666,NA,NA,NA,PmUG01_14017700.1-p1,243,,NA,,,,,NA
1667,NA,NA,NA,PmUG01_14017800.1-p1,241,,NA,,,,,NA
1668,NA,NA,NA,PmUG01_14017900.1-p1,205,,NA,,,,,NA
1669,NA,NA,NA,PmUG01_14018000.1-p1,214,,NA,,,,,NA
1670,NA,NA,NA,PmUG01_14018100.1-p1,260,,NA,,,,,NA
1671,NA,NA,NA,PmUG01_14018200.1-p1,254,,NA,,,,,NA
1672,NA,NA,NA,PmUG01_14018300.1-p1,222,,NA,,,,,NA
1673,NA,NA,NA,PmUG01_14018400.1-p1,243,,NA,,,,,NA
1674,NA,NA,NA,PmUG01_14018500.1-p1,243,,NA,,,,,NA
1675,NA,NA,NA,PmUG01_14018600.1-p1,203,,NA,,,,,NA
1676,NA,NA,NA,PRCDC_0934600.1-p1,274,,NA,,,,,NA
1677,NA,NA,NA,PRCDC_1301100.1-p1,217,,NA,,,,,NA
1678,"P.malariae, P.reichenowi, P.falciparum, P.gaboni and P.ovale",1,5,NA,NA,NA,NA,NA,NA,NA,NA,"""OG0009139"""
1679,NA,NA,NA,PF3D7_1207800.1-p1,968,,NA,,,,,NA
1680,NA,NA,NA,PGSY75_1207800-t31_1-p1,906,,NA,,,,,NA
1681,NA,NA,NA,PmUG01_13017700.1-p1,860,,NA,,,,,NA
1682,NA,NA,NA,PocGH01_13017700.1-p1,909,,NA,,,,,NA
1683,NA,NA,NA,PRCDC_1207100.1-p1,987,,NA,,,,,NA
1684,P.malariae and P.ovale,6,58,NA,NA,NA,NA,NA,NA,NA,NA,"""OG0000760"" ""OG0015250"" ""OG0015251"" ""OG0015252"" ""OG0015253"" ""OG0015254"""
1685,NA,NA,NA,PmUG01_01010800.1-p1,229,,NA,,,,,NA
1686,NA,NA,NA,PmUG01_01032500.1-p1,264,,NA,,,,,NA
1687,NA,NA,NA,PmUG01_01034100.1-p1,233,,NA,,,,,NA
1688,NA,NA,NA,PmUG01_02017100.1-p1,290,,NA,,,,,NA
1689,NA,NA,NA,PmUG01_03032200.1-p1,142,,NA,,,,,NA
1690,NA,NA,NA,PmUG01_03032400.1-p1,241,,NA,,,,,NA
1691,NA,NA,NA,PmUG01_04012100.1-p1,574,,NA,,,,,NA
1692,NA,NA,NA,PmUG01_04012300.1-p1,448,,NA,,,,,NA
1693,NA,NA,NA,PmUG01_05015000.1-p1,213,,NA,,,,,NA
1694,NA,NA,NA,PmUG01_05041950.1-p1,209,,NA,,,,,NA
1695,NA,NA,NA,PmUG01_07049500.1-p1,231,,NA,,,,,NA
1696,NA,NA,NA,PmUG01_07049600.1-p1,216,,NA,,,,,NA
1697,NA,NA,NA,PmUG01_08010700.1-p1,292,,NA,,,,,NA
1698,NA,NA,NA,PmUG01_08014050.1-p1,235,,NA,,,,,NA
1699,NA,NA,NA,PmUG01_08017000.1-p1,246,,NA,,,,,NA
1700,NA,NA,NA,PmUG01_08056700.1-p1,248,,NA,,,,,NA
1701,NA,NA,NA,PmUG01_08056800.1-p1,237,,NA,,,,,NA
1702,NA,NA,NA,PmUG01_08059900.1-p1,230,,NA,,,,,NA
1703,NA,NA,NA,PmUG01_08063100.1-p1,216,,NA,,,,,NA
1704,NA,NA,NA,PmUG01_08063200.1-p1,243,,NA,,,,,NA
1705,NA,NA,NA,PmUG01_10049600.1-p1,297,,NA,,,,,NA
1706,NA,NA,NA,PmUG01_10049900.1-p1,215,,NA,,,,,NA
1707,NA,NA,NA,PmUG01_10050600.1-p1,209,,NA,,,,,NA
1708,NA,NA,NA,PmUG01_10051700.1-p1,230,,NA,,,,,NA
1709,NA,NA,NA,PmUG01_10054500.1-p1,248,,NA,,,,,NA
1710,NA,NA,NA,PmUG01_10054600.1-p1,257,,NA,,,,,NA
1711,NA,NA,NA,PmUG01_11011700.1-p1,206,,NA,,,,,NA
1712,NA,NA,NA,PmUG01_11013750.1-p1,206,,NA,,,,,NA
1713,NA,NA,NA,PmUG01_11014200.1-p1,245,,NA,,,,,NA
1714,NA,NA,NA,PmUG01_11014300.1-p1,251,,NA,,,,,NA
1715,NA,NA,NA,PmUG01_11015100.1-p1,271,,NA,,,,,NA
1716,NA,NA,NA,PmUG01_12080700.1-p1,213,,NA,,,,,NA
1717,NA,NA,NA,PmUG01_13057150.1-p1,219,,NA,,,,,NA
1718,NA,NA,NA,PmUG01_13063300.1-p1,238,,NA,,,,,NA
1719,NA,NA,NA,PmUG01_13067800.1-p1,243,,NA,,,,,NA
1720,NA,NA,NA,PmUG01_14011300.1-p1,242,,NA,,,,,NA
1721,NA,NA,NA,PmUG01_14016000.1-p1,233,,NA,,,,,NA
1722,NA,NA,NA,PmUG01_00028350.1-p1,203,,NA,,,,,NA
1723,NA,NA,NA,PmUG01_00029100.1-p1,175,,NA,,,,,NA
1724,NA,NA,NA,PmUG01_00039600.1-p1,231,,NA,,,,,NA
1725,NA,NA,NA,PmUG01_00039700.1-p1,227,,NA,,,,,NA
1726,NA,NA,NA,PmUG01_00041900.1-p1,160,,NA,,,,,NA
1727,NA,NA,NA,PmUG01_00044600.1-p1,232,,NA,,,,,NA
1728,NA,NA,NA,PmUG01_00046600.1-p1,246,,NA,,,,,NA
1729,NA,NA,NA,PmUG01_00046700.1-p1,198,,NA,,,,,NA
1730,NA,NA,NA,PmUG01_00055500.1-p1,225,,NA,,,,,NA
1731,NA,NA,NA,PmUG01_00055600.1-p1,236,,NA,,,,,NA
1732,NA,NA,NA,PmUG01_00016700.1-p1,248,,NA,,,,,NA
1733,NA,NA,NA,PmUG01_00016800.1-p1,236,,NA,,,,,NA
1734,NA,NA,NA,PmUG01_00056600.1-p1,231,,NA,,,,,NA
1735,NA,NA,NA,PmUG01_00056700.1-p1,223,,NA,,,,,NA
1736,NA,NA,NA,PmUG01_00058450.1-p1,74,,NA,,,,,NA
1737,NA,NA,NA,PocGH01_02015400.1-p1,277,,NA,,,,,NA
1738,NA,NA,NA,PocGH01_12078500.1-p1,395,,NA,,,,,NA
1739,NA,NA,NA,PocGH01_00151500.1-p1,272,,NA,,,,,NA
1740,NA,NA,NA,PocGH01_00203600.1-p1,85,,NA,,,,,NA
1741,NA,NA,NA,PocGH01_00226500.1-p1,277,,NA,,,,,NA
1742,NA,NA,NA,PocGH01_00231000.1-p1,214,,NA,,,,,NA
1743,P.ovale,4,81,NA,NA,NA,NA,NA,NA,NA,NA,"OG0000512 ""OG0003868"" ""OG0011793"" ""OG0011794"""
1744,NA,NA,NA,PocGH01_00075900.1-p1,327,,NA,,,,,NA
1745,NA,NA,NA,PocGH01_00076300.1-p1,338,,NA,,,,,NA
1746,NA,NA,NA,PocGH01_00080900.1-p1,329,,NA,,,,,NA
1747,NA,NA,NA,PocGH01_00082200.1-p1,335,,NA,,,,,NA
1748,NA,NA,NA,PocGH01_00082900.1-p1,331,,NA,,,,,NA
1749,NA,NA,NA,PocGH01_00086000.1-p1,233,,NA,,,,,NA
1750,NA,NA,NA,PocGH01_00087200.1-p1,334,,NA,,,,,NA
1751,NA,NA,NA,PocGH01_00088400.1-p1,267,,NA,,,,,NA
1752,NA,NA,NA,PocGH01_00089000.1-p1,326,,NA,,,,,NA
1753,NA,NA,NA,PocGH01_00089300.1-p1,336,,NA,,,,,NA
1754,NA,NA,NA,PocGH01_00090400.1-p1,335,,NA,,,,,NA
1755,NA,NA,NA,PocGH01_00091300.1-p1,338,,NA,,,,,NA
1756,NA,NA,NA,PocGH01_00091600.1-p1,330,,NA,,,,,NA
1757,NA,NA,NA,PocGH01_00091900.1-p1,181,,NA,,,,,NA
1758,NA,NA,NA,PocGH01_00094900.1-p1,335,,NA,,,,,NA
1759,NA,NA,NA,PocGH01_00098200.1-p1,333,,NA,,,,,NA
1760,NA,NA,NA,PocGH01_00099700.1-p1,336,,NA,,,,,NA
1761,NA,NA,NA,PocGH01_00111150.1-p1,247,,NA,,,,,NA
1762,NA,NA,NA,PocGH01_00117800.1-p1,339,,NA,,,,,NA
1763,NA,NA,NA,PocGH01_00119200.1-p1,338,,NA,,,,,NA
1764,NA,NA,NA,PocGH01_00119900.1-p1,328,,NA,,,,,NA
1765,NA,NA,NA,PocGH01_00011600.1-p1,210,,NA,,,,,NA
1766,NA,NA,NA,PocGH01_00124200.1-p1,251,,NA,,,,,NA
1767,NA,NA,NA,PocGH01_00130400.1-p1,301,,NA,,,,,NA
1768,NA,NA,NA,PocGH01_00136800.1-p1,331,,NA,,,,,NA
1769,NA,NA,NA,PocGH01_00137800.1-p1,335,,NA,,,,,NA
1770,NA,NA,NA,PocGH01_00138300.1-p1,351,,NA,,,,,NA
1771,NA,NA,NA,PocGH01_00140600.1-p1,335,,NA,,,,,NA
1772,NA,NA,NA,PocGH01_00141400.1-p1,351,,NA,,,,,NA
1773,NA,NA,NA,PocGH01_00143450.1-p1,92,,NA,,,,,NA
1774,NA,NA,NA,PocGH01_00144000.1-p1,300,,NA,,,,,NA
1775,NA,NA,NA,PocGH01_00146100.1-p1,326,,NA,,,,,NA
1776,NA,NA,NA,PocGH01_00031900.1-p1,257,,NA,,,,,NA
1777,NA,NA,NA,PocGH01_00147100.1-p1,335,,NA,,,,,NA
1778,NA,NA,NA,PocGH01_00148400.1-p1,314,,NA,,,,,NA
1779,NA,NA,NA,PocGH01_00156100.1-p1,326,,NA,,,,,NA
1780,NA,NA,NA,PocGH01_00034500.1-p1,328,,NA,,,,,NA
1781,NA,NA,NA,PocGH01_00034600.1-p1,85,,NA,,,,,NA
1782,NA,NA,NA,PocGH01_00035300.1-p1,335,,NA,,,,,NA
1783,NA,NA,NA,PocGH01_00161800.1-p1,211,,NA,,,,,NA
1784,NA,NA,NA,PocGH01_00161900.1-p1,208,,NA,,,,,NA
1785,NA,NA,NA,PocGH01_00162600.1-p1,333,,NA,,,,,NA
1786,NA,NA,NA,PocGH01_00165600.1-p1,335,,NA,,,,,NA
1787,NA,NA,NA,PocGH01_00037200.1-p1,340,,NA,,,,,NA
1788,NA,NA,NA,PocGH01_00169200.1-p1,351,,NA,,,,,NA
1789,NA,NA,NA,PocGH01_00169600.1-p1,263,,NA,,,,,NA
1790,NA,NA,NA,PocGH01_00170400.1-p1,338,,NA,,,,,NA
1791,NA,NA,NA,PocGH01_00039600.1-p1,211,,NA,,,,,NA
1792,NA,NA,NA,PocGH01_00178300.1-p1,327,,NA,,,,,NA
1793,NA,NA,NA,PocGH01_00179700.1-p1,336,,NA,,,,,NA
1794,NA,NA,NA,PocGH01_00040800.1-p1,352,,NA,,,,,NA
1795,NA,NA,NA,PocGH01_00181250.1-p1,269,,NA,,,,,NA
1796,NA,NA,NA,PocGH01_00189500.1-p1,339,,NA,,,,,NA
1797,NA,NA,NA,PocGH01_00194900.1-p1,308,,NA,,,,,NA
1798,NA,NA,NA,PocGH01_00195300.1-p1,326,,NA,,,,,NA
1799,NA,NA,NA,PocGH01_00196800.1-p1,337,,NA,,,,,NA
1800,NA,NA,NA,PocGH01_00198500.1-p1,361,,NA,,,,,NA
1801,NA,NA,NA,PocGH01_00199300.1-p1,340,,NA,,,,,NA
1802,NA,NA,NA,PocGH01_00201600.1-p1,179,,NA,,,,,NA
1803,NA,NA,NA,PocGH01_00202300.1-p1,291,,NA,,,,,NA
1804,NA,NA,NA,PocGH01_00203200.1-p1,259,,NA,,,,,NA
1805,NA,NA,NA,PocGH01_00203700.1-p1,290,,NA,,,,,NA
1806,NA,NA,NA,PocGH01_00209100.1-p1,323,,NA,,,,,NA
1807,NA,NA,NA,PocGH01_00209800.1-p1,345,,NA,,,,,NA
1808,NA,NA,NA,PocGH01_00229900.1-p1,311,,NA,,,,,NA
1809,NA,NA,NA,PocGH01_00233000.1-p1,336,,NA,,,,,NA
1810,NA,NA,NA,PocGH01_00234500.1-p1,219,,NA,,,,,NA
1811,NA,NA,NA,PocGH01_00236200.1-p1,363,,NA,,,,,NA
1812,NA,NA,NA,PocGH01_00052500.1-p1,338,,NA,,,,,NA
1813,NA,NA,NA,PocGH01_00054000.1-p1,336,,NA,,,,,NA
1814,NA,NA,NA,PocGH01_00055600.1-p1,297,,NA,,,,,NA
1815,NA,NA,NA,PocGH01_00056000.1-p1,350,,NA,,,,,NA
1816,NA,NA,NA,PocGH01_00057800.1-p1,364,,NA,,,,,NA
1817,NA,NA,NA,PocGH01_00059200.1-p1,304,,NA,,,,,NA
1818,NA,NA,NA,PocGH01_00060100.1-p1,333,,NA,,,,,NA
1819,NA,NA,NA,PocGH01_00017500.1-p1,482,,NA,,,,,NA
1820,NA,NA,NA,PocGH01_00065200.1-p1,334,,NA,,,,,NA
1821,NA,NA,NA,PocGH01_00065900.1-p1,321,,NA,,,,,NA
1822,NA,NA,NA,PocGH01_00067100.1-p1,341,,NA,,,,,NA
1823,NA,NA,NA,PocGH01_00070900.1-p1,302,,NA,,,,,NA
1824,NA,NA,NA,PocGH01_00071600.1-p1,333,,NA,,,,,NA
1825,"P.cynomolgy, P.ovale and P.vivax",18,463,NA,NA,NA,NA,NA,NA,NA,NA,"""OG0000137"" ""OG0000389"" ""OG0000408"" ""OG0001907"" ""OG0002126"" ""OG0003343"" ""OG0003512"" ""OG0003866"" ""OG0004786"" ""OG0004787"" ""OG0006753"" ""OG0007286"" ""OG0007287"" ""OG0007914"" ""OG0007918"" ""OG0010075"" ""OG0011659"" ""OG0011662"""
1826,NA,NA,NA,PCYB_021010-t26_1-p1,82,,NA,,,,,NA
1827,NA,NA,NA,PCYB_032970-t26_1-p1,101,,NA,,,,,NA
1828,NA,NA,NA,PCYB_033020-t26_1-p1,172,,NA,,,,,NA
1829,NA,NA,NA,PCYB_033080-t26_1-p1,52,,NA,,,,,NA
1830,NA,NA,NA,PCYB_051050-t26_1-p1,403,,NA,,,,,NA
1831,NA,NA,NA,PCYB_081020-t26_1-p1,323,,NA,,,,,NA
1832,NA,NA,NA,PCYB_081030-t26_1-p1,517,,NA,,,,,NA
1833,NA,NA,NA,PCYB_081070-t26_1-p1,195,,NA,,,,,NA
1834,NA,NA,NA,PCYB_101020-t26_1-p1,237,,NA,,,,,NA
1835,NA,NA,NA,PCYB_104250-t26_1-p1,535,,NA,,,,,NA
1836,NA,NA,NA,PCYB_121010-t26_1-p1,209,,NA,,,,,NA
1837,NA,NA,NA,PCYB_141070-t26_1-p1,99,,NA,,,,,NA
1838,NA,NA,NA,PCYB_001080-t26_1-p1,571,,NA,,,,,NA
1839,NA,NA,NA,PCYB_001300-t26_1-p1,317,,NA,,,,,NA
1840,NA,NA,NA,PCYB_001380-t26_1-p1,204,,NA,,,,,NA
1841,NA,NA,NA,PCYB_001450-t26_1-p1,513,,NA,,,,,NA
1842,NA,NA,NA,PCYB_001510-t26_1-p1,139,,NA,,,,,NA
1843,NA,NA,NA,PCYB_001760-t26_1-p1,201,,NA,,,,,NA
1844,NA,NA,NA,PCYB_001960-t26_1-p1,144,,NA,,,,,NA
1845,NA,NA,NA,PCYB_002040-t26_1-p1,131,,NA,,,,,NA
1846,NA,NA,NA,PCYB_002150-t26_1-p1,253,,NA,,,,,NA
1847,NA,NA,NA,PCYB_002360-t26_1-p1,140,,NA,,,,,NA
1848,NA,NA,NA,PCYB_002560-t26_1-p1,131,,NA,,,,,NA
1849,NA,NA,NA,PCYB_002620-t26_1-p1,64,,NA,,,,,NA
1850,NA,NA,NA,PCYB_002710-t26_1-p1,145,,NA,,,,,NA
1851,NA,NA,NA,PCYB_002720-t26_1-p1,287,,NA,,,,,NA
1852,NA,NA,NA,PCYB_002830-t26_1-p1,408,,NA,,,,,NA
1853,NA,NA,NA,PCYB_002880-t26_1-p1,278,,NA,,,,,NA
1854,NA,NA,NA,PCYB_002930-t26_1-p1,278,,NA,,,,,NA
1855,NA,NA,NA,PCYB_003000-t26_1-p1,287,,NA,,,,,NA
1856,NA,NA,NA,PCYB_003020-t26_1-p1,380,,NA,,,,,NA
1857,NA,NA,NA,PCYB_003090-t26_1-p1,305,,NA,,,,,NA
1858,NA,NA,NA,PCYB_003100-t26_1-p1,176,,NA,,,,,NA
1859,NA,NA,NA,PCYB_003420-t26_1-p1,149,,NA,,,,,NA
1860,NA,NA,NA,PCYB_003440-t26_1-p1,289,,NA,,,,,NA
1861,NA,NA,NA,PCYB_003470-t26_1-p1,144,,NA,,,,,NA
1862,NA,NA,NA,PCYB_003480-t26_1-p1,300,,NA,,,,,NA
1863,NA,NA,NA,PCYB_003510-t26_1-p1,198,,NA,,,,,NA
1864,NA,NA,NA,PCYB_003560-t26_1-p1,330,,NA,,,,,NA
1865,NA,NA,NA,PCYB_003600-t26_1-p1,274,,NA,,,,,NA
1866,NA,NA,NA,PCYB_003610-t26_1-p1,218,,NA,,,,,NA
1867,NA,NA,NA,PCYB_003640-t26_1-p1,172,,NA,,,,,NA
1868,NA,NA,NA,PCYB_003660-t26_1-p1,308,,NA,,,,,NA
1869,NA,NA,NA,PCYB_003800-t26_1-p1,243,,NA,,,,,NA
1870,NA,NA,NA,PCYB_003810-t26_1-p1,285,,NA,,,,,NA
1871,NA,NA,NA,PCYB_003830-t26_1-p1,175,,NA,,,,,NA
1872,NA,NA,NA,PCYB_003850-t26_1-p1,122,,NA,,,,,NA
1873,NA,NA,NA,PCYB_003870-t26_1-p1,314,,NA,,,,,NA
1874,NA,NA,NA,PCYB_003880-t26_1-p1,237,,NA,,,,,NA
1875,NA,NA,NA,PCYB_003890-t26_1-p1,107,,NA,,,,,NA
1876,NA,NA,NA,PCYB_003960-t26_1-p1,255,,NA,,,,,NA
1877,NA,NA,NA,PCYB_003980-t26_1-p1,360,,NA,,,,,NA
1878,NA,NA,NA,PCYB_004000-t26_1-p1,336,,NA,,,,,NA
1879,NA,NA,NA,PCYB_004010-t26_1-p1,302,,NA,,,,,NA
1880,NA,NA,NA,PCYB_004050-t26_1-p1,290,,NA,,,,,NA
1881,NA,NA,NA,PCYB_004080-t26_1-p1,171,,NA,,,,,NA
1882,NA,NA,NA,PCYB_004150-t26_1-p1,244,,NA,,,,,NA
1883,NA,NA,NA,PCYB_004170-t26_1-p1,144,,NA,,,,,NA
1884,NA,NA,NA,PCYB_004190-t26_1-p1,123,,NA,,,,,NA
1885,NA,NA,NA,PCYB_004210-t26_1-p1,350,,NA,,,,,NA
1886,NA,NA,NA,PCYB_004290-t26_1-p1,205,,NA,,,,,NA
1887,NA,NA,NA,PCYB_004320-t26_1-p1,312,,NA,,,,,NA
1888,NA,NA,NA,PCYB_004500-t26_1-p1,237,,NA,,,,,NA
1889,NA,NA,NA,PCYB_004560-t26_1-p1,304,,NA,,,,,NA
1890,NA,NA,NA,PCYB_004720-t26_1-p1,269,,NA,,,,,NA
1891,NA,NA,NA,PCYB_004780-t26_1-p1,290,,NA,,,,,NA
1892,NA,NA,NA,PCYB_004820-t26_1-p1,279,,NA,,,,,NA
1893,NA,NA,NA,PCYB_004830-t26_1-p1,298,,NA,,,,,NA
1894,NA,NA,NA,PCYB_004880-t26_1-p1,297,,NA,,,,,NA
1895,NA,NA,NA,PCYB_004970-t26_1-p1,140,,NA,,,,,NA
1896,NA,NA,NA,PCYB_005020-t26_1-p1,73,,NA,,,,,NA
1897,NA,NA,NA,PCYB_005120-t26_1-p1,275,,NA,,,,,NA
1898,NA,NA,NA,PCYB_005160-t26_1-p1,300,,NA,,,,,NA
1899,NA,NA,NA,PCYB_005170-t26_1-p1,123,,NA,,,,,NA
1900,NA,NA,NA,PCYB_005180-t26_1-p1,114,,NA,,,,,NA
1901,NA,NA,NA,PCYB_005190-t26_1-p1,207,,NA,,,,,NA
1902,NA,NA,NA,PCYB_005210-t26_1-p1,256,,NA,,,,,NA
1903,NA,NA,NA,PCYB_005390-t26_1-p1,163,,NA,,,,,NA
1904,NA,NA,NA,PCYB_005470-t26_1-p1,272,,NA,,,,,NA
1905,NA,NA,NA,PCYB_005500-t26_1-p1,338,,NA,,,,,NA
1906,NA,NA,NA,PCYB_005600-t26_1-p1,220,,NA,,,,,NA
1907,NA,NA,NA,PCYB_005630-t26_1-p1,300,,NA,,,,,NA
1908,NA,NA,NA,PCYB_005740-t26_1-p1,287,,NA,,,,,NA
1909,NA,NA,NA,PCYB_005750-t26_1-p1,336,,NA,,,,,NA
1910,NA,NA,NA,PCYB_005790-t26_1-p1,224,,NA,,,,,NA
1911,NA,NA,NA,PCYB_005810-t26_1-p1,246,,NA,,,,,NA
1912,NA,NA,NA,PCYB_005910-t26_1-p1,194,,NA,,,,,NA
1913,NA,NA,NA,PCYB_006140-t26_1-p1,286,,NA,,,,,NA
1914,NA,NA,NA,PCYB_006150-t26_1-p1,283,,NA,,,,,NA
1915,NA,NA,NA,PCYB_006170-t26_1-p1,185,,NA,,,,,NA
1916,NA,NA,NA,PCYB_006210-t26_1-p1,334,,NA,,,,,NA
1917,NA,NA,NA,PCYB_006230-t26_1-p1,366,,NA,,,,,NA
1918,NA,NA,NA,PCYB_006260-t26_1-p1,345,,NA,,,,,NA
1919,NA,NA,NA,PCYB_006330-t26_1-p1,236,,NA,,,,,NA
1920,NA,NA,NA,PCYB_006340-t26_1-p1,185,,NA,,,,,NA
1921,NA,NA,NA,PCYB_006360-t26_1-p1,290,,NA,,,,,NA
1922,NA,NA,NA,PCYB_006410-t26_1-p1,186,,NA,,,,,NA
1923,NA,NA,NA,PCYB_006480-t26_1-p1,281,,NA,,,,,NA
1924,NA,NA,NA,PCYB_006610-t26_1-p1,305,,NA,,,,,NA
1925,NA,NA,NA,PCYB_006660-t26_1-p1,179,,NA,,,,,NA
1926,NA,NA,NA,PCYB_006710-t26_1-p1,175,,NA,,,,,NA
1927,NA,NA,NA,PCYB_006720-t26_1-p1,190,,NA,,,,,NA
1928,NA,NA,NA,PCYB_006730-t26_1-p1,284,,NA,,,,,NA
1929,NA,NA,NA,PCYB_006780-t26_1-p1,265,,NA,,,,,NA
1930,NA,NA,NA,PCYB_006790-t26_1-p1,337,,NA,,,,,NA
1931,NA,NA,NA,PCYB_006830-t26_1-p1,302,,NA,,,,,NA
1932,NA,NA,NA,PCYB_007010-t26_1-p1,157,,NA,,,,,NA
1933,NA,NA,NA,PCYB_007060-t26_1-p1,261,,NA,,,,,NA
